 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.465                  3.605                  0.705              
   950.000                  1.376                  3.426                  0.882              
   900.000                 -2.417                  2.582                  0.760              
   850.000                 -5.960                  1.818                  0.701              
   800.000                 -9.487                  1.155                  0.608              
   750.000                -13.080                  0.600                  0.499              
   700.000                -16.915                  0.295                  0.412              
   650.000                -21.199                  0.175                  0.349              
   600.000                -26.026                  0.114                  0.304              
   550.000                -31.384                  0.065                  0.286              
   500.000                -37.335                  0.036                  0.313              
   450.000                -44.048                  0.057                  0.417              
   400.000                -51.496                  0.089                  0.546              
   350.000                -59.673                  0.018                  0.599              
   300.000                -68.461                  0.007                  0.760              
   250.000                -73.808                  0.004                  0.892              
   200.000                -71.253                  0.001                  0.424              
   150.000                -71.608                  0.001                  0.241              
   100.000                -70.104                  0.001                  0.051              
    80.000                -66.969                  0.001                  0.028              
    60.000                -59.603                  0.001                  0.009              
    40.000                -49.717                  0.001                  0.002              
    30.000                -41.849                  0.001                  0.001              
    25.000                -26.237                  0.001                  0.000              
