  N levels =   24          CBMF=     8.845     SST=   35.45 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    33.479      26.328533     0.048    0.00       1.863
    950.0    29.184      26.018898     0.051    0.00       0.391
    900.0    27.782      22.012234     0.053    0.00       1.467
    850.0    25.300      19.571503     0.056    0.00       1.505
    800.0    23.036      17.395830     0.057    0.00       1.782
    750.0    20.670      15.481415     0.059    0.00       1.927
    700.0    18.198      13.698936     0.060    0.00       2.013
    650.0    15.554      12.005934     0.061    0.00       2.037
    600.0    12.635      10.411959     0.063    0.00       2.027
    550.0     9.372       8.856519     0.066    0.00       2.028
    500.0     5.654       7.344331     0.069    0.00       2.103
    450.0     1.482       5.693366     0.073    0.00       2.309
    400.0    -3.360       3.892716     0.077    0.00       2.400
    350.0    -8.619       2.608506     0.085    0.00       2.486
    300.0   -15.213       1.427525     0.096    0.00       2.630
    250.0   -23.238       0.539870     0.117    0.00       3.089
    200.0   -34.629       0.297018     0.153    0.00       2.286
    150.0   -50.288       0.194640     0.202    0.00       1.918
    100.0   -69.025       0.018471     0.405    0.00       0.608
     80.0   -64.164       0.001000     0.755    0.00      -0.180
     60.0   -55.722       0.001000     2.042    0.00      -0.349
     40.0   -46.891       0.001000     5.238    0.00      -0.525
     30.0   -39.962       0.001000     8.440    0.00      -0.664
     25.0   -27.052       0.001000    10.124    0.00      -0.922
