 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.782                  5.073                  0.730              
   950.000                  5.672                  4.901                  0.911              
   900.000                  2.221                  3.724                  0.754              
   850.000                 -1.425                  2.900                  0.695              
   800.000                 -4.756                  1.871                  0.615              
   750.000                 -8.046                  1.101                  0.519              
   700.000                -11.656                  0.616                  0.438              
   650.000                -15.608                  0.328                  0.374              
   600.000                -20.038                  0.181                  0.327              
   550.000                -25.103                  0.118                  0.307              
   500.000                -31.005                  0.118                  0.333              
   450.000                -37.862                  0.170                  0.411              
   400.000                -45.551                  0.150                  0.491              
   350.000                -53.876                  0.040                  0.596              
   300.000                -63.037                  0.015                  0.736              
   250.000                -71.563                  0.005                  0.960              
   200.000                -68.955                  0.001                  0.521              
   150.000                -69.303                  0.001                  0.134              
   100.000                -68.037                  0.001                  0.055              
    80.000                -65.089                  0.001                  0.035              
    60.000                -57.812                  0.001                  0.013              
    40.000                -48.208                  0.001                  0.004              
    30.000                -40.859                  0.001                  0.002              
    25.000                -26.495                  0.001                  0.000              
