 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.999                  2.992                  0.656              
   950.000                 -1.098                  2.833                  0.832              
   900.000                 -4.882                  2.010                  0.741              
   850.000                 -8.439                  1.343                  0.657              
   800.000                -12.096                  0.845                  0.556              
   750.000                -15.866                  0.456                  0.432              
   700.000                -19.879                  0.241                  0.329              
   650.000                -24.350                  0.126                  0.263              
   600.000                -29.242                  0.061                  0.221              
   550.000                -34.617                  0.025                  0.186              
   500.000                -40.656                  0.020                  0.213              
   450.000                -47.321                  0.017                  0.302              
   400.000                -54.635                  0.014                  0.468              
   350.000                -62.721                  0.013                  0.828              
   300.000                -71.301                  0.004                  0.888              
   250.000                -74.966                  0.003                  0.932              
   200.000                -73.592                  0.001                  0.280              
   150.000                -74.146                  0.001                  0.221              
   100.000                -72.277                  0.001                  0.109              
    80.000                -68.801                  0.001                  0.034              
    60.000                -61.049                  0.001                  0.009              
    40.000                -50.758                  0.001                  0.002              
    30.000                -42.488                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
