 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.174                  4.157                  0.654              
   950.000                  3.086                  3.968                  0.826              
   900.000                 -0.498                  3.091                  0.750              
   850.000                 -3.859                  2.146                  0.710              
   800.000                 -7.283                  1.424                  0.606              
   750.000                -10.879                  0.895                  0.483              
   700.000                -14.751                  0.508                  0.396              
   650.000                -18.959                  0.275                  0.358              
   600.000                -23.725                  0.160                  0.357              
   550.000                -29.165                  0.103                  0.384              
   500.000                -35.320                  0.081                  0.477              
   450.000                -42.042                  0.058                  0.686              
   400.000                -49.362                  0.031                  0.990              
   350.000                -57.477                  0.018                  0.971              
   300.000                -66.485                  0.009                  1.006              
   250.000                -73.078                  0.004                  0.996              
   200.000                -72.336                  0.001                  0.245              
   150.000                -73.882                  0.001                  0.161              
   100.000                -73.858                  0.001                  0.110              
    80.000                -72.279                  0.001                  0.080              
    60.000                -66.428                  0.001                  0.037              
    40.000                -57.406                  0.001                  0.012              
    30.000                -50.125                  0.001                  0.005              
    25.000                -37.316                  0.001                  0.002              
