  N levels =   24          CBMF=    21.363     SST=    6.62 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.161       3.033880     0.048    0.00       1.300
    950.0    -0.937       2.874837     0.051    0.00       1.433
    900.0    -4.704       2.050756     0.053    0.00       1.569
    850.0    -8.244       1.367577     0.056    0.00       1.566
    800.0   -11.885       0.868947     0.057    0.00       1.646
    750.0   -15.690       0.490570     0.059    0.00       1.632
    700.0   -19.734       0.231133     0.060    0.00       1.568
    650.0   -24.120       0.109170     0.061    0.00       1.465
    600.0   -28.980       0.061776     0.063    0.00       1.334
    550.0   -34.379       0.025705     0.066    0.00       1.108
    500.0   -40.415       0.019589     0.069    0.00       1.026
    450.0   -47.083       0.016753     0.073    0.00       1.045
    400.0   -54.402       0.014353     0.077    0.00       0.972
    350.0   -62.496       0.013457     0.085    0.00       0.943
    300.0   -71.104       0.004606     0.096    0.00       0.701
    250.0   -74.852       0.003108     0.117    0.00       0.542
    200.0   -73.316       0.001000     0.153    0.00       0.375
    150.0   -73.833       0.001000     0.202    0.00       0.214
    100.0   -72.038       0.001000     0.405    0.00       0.037
     80.0   -68.631       0.001000     0.755    0.00      -0.008
     60.0   -60.925       0.001000     2.042    0.00      -0.020
     40.0   -50.681       0.001000     5.238    0.00      -0.037
     30.0   -42.442       0.001000     8.440    0.00      -0.051
     25.0   -26.091       0.001000    10.124    0.00      -0.079
