 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.015                  3.761                  0.649              
   950.000                  1.923                  3.578                  0.819              
   900.000                 -1.849                  2.722                  0.749              
   850.000                 -5.374                  1.917                  0.688              
   800.000                 -8.859                  1.209                  0.569              
   750.000                -12.402                  0.658                  0.423              
   700.000                -16.270                  0.330                  0.310              
   650.000                -20.521                  0.185                  0.246              
   600.000                -25.288                  0.112                  0.215              
   550.000                -30.594                  0.066                  0.212              
   500.000                -36.575                  0.045                  0.261              
   450.000                -43.358                  0.076                  0.443              
   400.000                -50.831                  0.094                  0.712              
   350.000                -58.996                  0.019                  0.793              
   300.000                -67.830                  0.007                  1.012              
   250.000                -73.876                  0.004                  0.999              
   200.000                -72.228                  0.001                  0.173              
   150.000                -73.239                  0.001                  0.145              
   100.000                -72.469                  0.001                  0.094              
    80.000                -69.981                  0.001                  0.057              
    60.000                -63.605                  0.001                  0.020              
    40.000                -55.065                  0.001                  0.005              
    30.000                -48.721                  0.001                  0.002              
    25.000                -37.557                  0.001                  0.001              
