  N levels =   24          CBMF=    16.426     SST=   11.21 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     8.241       4.499530     0.048    0.00       1.049
    950.0     4.146       4.334621     0.051    0.00       1.337
    900.0     0.706       3.204661     0.053    0.00       1.317
    850.0    -2.870       2.402921     0.056    0.00       1.365
    800.0    -6.263       1.602402     0.057    0.00       1.494
    750.0    -9.782       0.949059     0.059    0.00       1.472
    700.0   -13.497       0.521648     0.060    0.00       1.362
    650.0   -17.718       0.287979     0.061    0.00       1.220
    600.0   -22.507       0.161538     0.063    0.00       1.062
    550.0   -27.925       0.095548     0.066    0.00       0.899
    500.0   -33.946       0.058531     0.069    0.00       0.827
    450.0   -40.530       0.034564     0.073    0.00       0.811
    400.0   -47.800       0.020995     0.077    0.00       0.692
    350.0   -55.971       0.015890     0.085    0.00       0.597
    300.0   -65.102       0.010837     0.096    0.00       0.386
    250.0   -72.684       0.004347     0.117    0.00       0.240
    200.0   -71.505       0.001000     0.153    0.00       0.026
    150.0   -73.411       0.001000     0.202    0.00       0.005
    100.0   -73.536       0.001000     0.405    0.00       0.008
     80.0   -71.949       0.001000     0.755    0.00      -0.024
     60.0   -66.069       0.001000     2.042    0.00      -0.142
     40.0   -57.077       0.001000     5.238    0.00      -0.321
     30.0   -49.892       0.001000     8.440    0.00      -0.465
     25.0   -37.370       0.001000    10.124    0.00      -0.716
