 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.512                  3.132                  0.631              
   950.000                 -0.587                  2.973                  0.799              
   900.000                 -4.328                  2.140                  0.745              
   850.000                 -7.860                  1.432                  0.663              
   800.000                -11.476                  0.902                  0.550              
   750.000                -15.254                  0.504                  0.405              
   700.000                -19.264                  0.237                  0.298              
   650.000                -23.635                  0.125                  0.234              
   600.000                -28.519                  0.070                  0.206              
   550.000                -33.899                  0.028                  0.189              
   500.000                -39.923                  0.021                  0.233              
   450.000                -46.592                  0.018                  0.375              
   400.000                -53.911                  0.016                  0.631              
   350.000                -62.003                  0.015                  0.891              
   300.000                -70.716                  0.005                  1.001              
   250.000                -74.702                  0.003                  0.999              
   200.000                -73.223                  0.001                  0.206              
   150.000                -73.808                  0.001                  0.163              
   100.000                -72.066                  0.001                  0.093              
    80.000                -68.639                  0.001                  0.052              
    60.000                -60.865                  0.001                  0.016              
    40.000                -50.604                  0.001                  0.004              
    30.000                -42.384                  0.001                  0.002              
    25.000                -26.083                  0.001                  0.000              
