 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.151                  4.786                  0.659              
   950.000                  5.049                  4.615                  0.829              
   900.000                  1.626                  3.427                  0.735              
   850.000                 -1.918                  2.571                  0.696              
   800.000                 -5.223                  1.705                  0.569              
   750.000                 -8.654                  1.038                  0.411              
   700.000                -12.334                  0.596                  0.291              
   650.000                -16.447                  0.344                  0.215              
   600.000                -21.131                  0.201                  0.174              
   550.000                -26.506                  0.129                  0.159              
   500.000                -32.638                  0.095                  0.192              
   450.000                -39.344                  0.061                  0.332              
   400.000                -46.658                  0.032                  0.592              
   350.000                -54.848                  0.020                  0.652              
   300.000                -64.045                  0.013                  0.986              
   250.000                -72.385                  0.005                  0.999              
   200.000                -69.966                  0.001                  0.121              
   150.000                -71.191                  0.001                  0.105              
   100.000                -71.795                  0.001                  0.078              
    80.000                -71.056                  0.001                  0.057              
    60.000                -67.479                  0.001                  0.026              
    40.000                -62.662                  0.001                  0.009              
    30.000                -60.385                  0.001                  0.005              
    25.000                -59.246                  0.001                  0.003              
