  N levels =   24          CBMF=    19.520     SST=    8.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.478       3.608821     0.048    0.00       1.108
    950.0     1.394       3.432245     0.051    0.00       1.414
    900.0    -2.332       2.612628     0.053    0.00       1.432
    850.0    -5.810       1.800702     0.056    0.00       1.494
    800.0    -9.384       1.166658     0.057    0.00       1.608
    750.0   -13.094       0.646937     0.059    0.00       1.605
    700.0   -16.989       0.316528     0.060    0.00       1.490
    650.0   -21.334       0.153294     0.061    0.00       1.335
    600.0   -26.206       0.078983     0.063    0.00       1.125
    550.0   -31.667       0.047565     0.066    0.00       0.900
    500.0   -37.708       0.033110     0.069    0.00       0.775
    450.0   -44.298       0.024099     0.073    0.00       0.782
    400.0   -51.524       0.016076     0.077    0.00       0.667
    350.0   -59.593       0.012721     0.085    0.00       0.552
    300.0   -68.530       0.006844     0.096    0.00       0.300
    250.0   -74.074       0.003507     0.117    0.00       0.090
    200.0   -72.591       0.001000     0.153    0.00       0.033
    150.0   -73.575       0.001000     0.202    0.00       0.006
    100.0   -72.727       0.001000     0.405    0.00      -0.001
     80.0   -70.213       0.001000     0.755    0.00      -0.007
     60.0   -63.816       0.001000     2.042    0.00      -0.023
     40.0   -55.235       0.001000     5.238    0.00      -0.045
     30.0   -48.834       0.001000     8.440    0.00      -0.061
     25.0   -37.530       0.001000    10.124    0.00      -0.090
