  N levels =   24          CBMF=    19.782     SST=    9.72 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.821       4.035395     0.048    0.00       1.105
    950.0     2.728       3.850324     0.051    0.00       1.402
    900.0    -0.990       2.968473     0.053    0.00       1.403
    850.0    -4.501       2.103847     0.056    0.00       1.467
    800.0    -7.939       1.283315     0.057    0.00       1.594
    750.0   -11.344       0.693457     0.059    0.00       1.588
    700.0   -15.145       0.391017     0.060    0.00       1.465
    650.0   -19.393       0.240996     0.061    0.00       1.297
    600.0   -24.165       0.149982     0.063    0.00       1.100
    550.0   -29.472       0.084410     0.066    0.00       0.901
    500.0   -35.414       0.058344     0.069    0.00       0.817
    450.0   -42.234       0.112850     0.073    0.00       0.819
    400.0   -49.754       0.086669     0.077    0.00       0.711
    350.0   -57.910       0.020390     0.085    0.00       0.538
    300.0   -66.816       0.008651     0.096    0.00       0.341
    250.0   -73.567       0.003789     0.117    0.00       0.103
    200.0   -71.582       0.001000     0.153    0.00       0.036
    150.0   -72.668       0.001000     0.202    0.00      -0.003
    100.0   -72.070       0.001000     0.405    0.00      -0.007
     80.0   -69.648       0.001000     0.755    0.00      -0.023
     60.0   -63.290       0.001000     2.042    0.00      -0.066
     40.0   -54.810       0.001000     5.238    0.00      -0.122
     30.0   -48.557       0.001000     8.440    0.00      -0.164
     25.0   -37.595       0.001000    10.124    0.00      -0.237
