 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.799                  3.710                  0.659              
   950.000                  1.709                  3.533                  0.829              
   900.000                 -2.074                  2.718                  0.746              
   850.000                 -5.628                  1.913                  0.679              
   800.000                 -9.177                  1.139                  0.566              
   750.000                -12.667                  0.542                  0.423              
   700.000                -16.533                  0.261                  0.307              
   650.000                -20.821                  0.139                  0.235              
   600.000                -25.596                  0.080                  0.196              
   550.000                -30.933                  0.032                  0.187              
   500.000                -36.885                  0.023                  0.232              
   450.000                -43.503                  0.024                  0.399              
   400.000                -50.845                  0.034                  0.646              
   350.000                -59.084                  0.018                  0.730              
   300.000                -68.047                  0.007                  1.012              
   250.000                -73.943                  0.004                  1.003              
   200.000                -72.268                  0.001                  0.157              
   150.000                -73.226                  0.001                  0.127              
   100.000                -72.418                  0.001                  0.081              
    80.000                -69.946                  0.001                  0.049              
    60.000                -63.620                  0.001                  0.017              
    40.000                -55.100                  0.001                  0.004              
    30.000                -48.748                  0.001                  0.002              
    25.000                -37.551                  0.001                  0.000              
