 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.554                  3.961                  0.665              
   950.000                  2.468                  3.779                  0.837              
   900.000                 -1.167                  2.938                  0.741              
   850.000                 -4.585                  2.045                  0.682              
   800.000                 -8.101                  1.343                  0.571              
   750.000                -11.750                  0.769                  0.429              
   700.000                -15.586                  0.395                  0.316              
   650.000                -19.902                  0.203                  0.245              
   600.000                -24.777                  0.111                  0.209              
   550.000                -30.246                  0.068                  0.206              
   500.000                -36.272                  0.045                  0.257              
   450.000                -42.829                  0.029                  0.430              
   400.000                -50.045                  0.018                  0.660              
   350.000                -58.150                  0.014                  0.762              
   300.000                -67.160                  0.008                  1.008              
   250.000                -73.633                  0.004                  1.001              
   200.000                -71.653                  0.001                  0.155              
   150.000                -72.619                  0.001                  0.126              
   100.000                -71.954                  0.001                  0.084              
    80.000                -69.545                  0.001                  0.052              
    60.000                -63.251                  0.001                  0.018              
    40.000                -54.817                  0.001                  0.005              
    30.000                -48.584                  0.001                  0.002              
    25.000                -37.591                  0.001                  0.001              
