  N levels =   24          CBMF=    18.533     SST=    9.43 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.554       3.961146     0.048    0.00       1.138
    950.0     2.468       3.779146     0.051    0.00       1.423
    900.0    -1.167       2.938011     0.053    0.00       1.424
    850.0    -4.585       2.045471     0.056    0.00       1.477
    800.0    -8.101       1.342762     0.057    0.00       1.602
    750.0   -11.750       0.768629     0.059    0.00       1.603
    700.0   -15.586       0.394885     0.060    0.00       1.489
    650.0   -19.902       0.202879     0.061    0.00       1.321
    600.0   -24.777       0.110628     0.063    0.00       1.114
    550.0   -30.246       0.067621     0.066    0.00       0.910
    500.0   -36.272       0.044550     0.069    0.00       0.819
    450.0   -42.829       0.029160     0.073    0.00       0.838
    400.0   -50.045       0.018176     0.077    0.00       0.725
    350.0   -58.150       0.014087     0.085    0.00       0.574
    300.0   -67.160       0.008358     0.096    0.00       0.365
    250.0   -73.633       0.003756     0.117    0.00       0.096
    200.0   -71.653       0.001000     0.153    0.00       0.042
    150.0   -72.619       0.001000     0.202    0.00      -0.003
    100.0   -71.954       0.001000     0.405    0.00      -0.006
     80.0   -69.545       0.001000     0.755    0.00      -0.018
     60.0   -63.251       0.001000     2.042    0.00      -0.049
     40.0   -54.817       0.001000     5.238    0.00      -0.092
     30.0   -48.584       0.001000     8.440    0.00      -0.123
     25.0   -37.591       0.001000    10.124    0.00      -0.178
