  N levels =   24          CBMF=    14.080     SST=   15.32 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    12.502       6.323300     0.048    0.00       1.320
    950.0     8.376       6.122340     0.051    0.00       1.474
    900.0     5.282       4.475014     0.053    0.00       1.405
    850.0     1.864       3.370742     0.056    0.00       1.350
    800.0    -1.531       2.378098     0.057    0.00       1.437
    750.0    -4.559       1.415855     0.059    0.00       1.499
    700.0    -7.932       0.810732     0.060    0.00       1.491
    650.0   -11.708       0.451577     0.061    0.00       1.370
    600.0   -16.067       0.261906     0.063    0.00       1.187
    550.0   -21.170       0.175712     0.066    0.00       1.010
    500.0   -27.083       0.142080     0.069    0.00       0.925
    450.0   -33.780       0.129445     0.073    0.00       0.999
    400.0   -41.245       0.111247     0.077    0.00       1.032
    350.0   -49.538       0.055980     0.085    0.00       0.840
    300.0   -58.872       0.021315     0.096    0.00       0.687
    250.0   -69.359       0.007117     0.117    0.00       0.360
    200.0   -68.508       0.001000     0.153    0.00       0.105
    150.0   -71.396       0.001000     0.202    0.00      -0.035
    100.0   -72.371       0.001000     0.405    0.00      -0.016
     80.0   -71.344       0.001000     0.755    0.00      -0.036
     60.0   -66.508       0.001000     2.042    0.00      -0.133
     40.0   -59.393       0.001000     5.238    0.00      -0.275
     30.0   -54.636       0.001000     8.440    0.00      -0.370
     25.0   -48.162       0.001000    10.124    0.00      -0.500
