  N levels =   24          CBMF=    11.417     SST=   20.37 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    17.595       9.457365     0.048    0.00       1.926
    950.0    13.431       9.227981     0.051    0.00       1.804
    900.0    10.988       6.867244     0.053    0.00       1.872
    850.0     7.963       5.420679     0.056    0.00       1.644
    800.0     4.902       4.187716     0.057    0.00       1.569
    750.0     1.663       3.162008     0.059    0.00       1.521
    700.0    -1.799       2.240735     0.060    0.00       1.515
    650.0    -5.077       1.440982     0.061    0.00       1.526
    600.0    -8.749       0.892455     0.063    0.00       1.537
    550.0   -13.050       0.555605     0.066    0.00       1.544
    500.0   -18.243       0.377744     0.069    0.00       1.618
    450.0   -24.511       0.286644     0.073    0.00       1.791
    400.0   -31.775       0.199289     0.077    0.00       1.790
    350.0   -40.018       0.140955     0.085    0.00       1.582
    300.0   -49.454       0.062698     0.096    0.00       1.267
    250.0   -60.353       0.025816     0.117    0.00       1.072
    200.0   -70.016       0.004385     0.153    0.00       0.640
    150.0   -68.674       0.001000     0.202    0.00       0.118
    100.0   -66.703       0.001000     0.405    0.00      -0.064
     80.0   -63.755       0.001000     0.755    0.00      -0.094
     60.0   -56.376       0.001000     2.042    0.00      -0.168
     40.0   -46.717       0.001000     5.238    0.00      -0.264
     30.0   -39.713       0.001000     8.440    0.00      -0.334
     25.0   -26.729       0.001000    10.124    0.00      -0.464
