 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.096                  3.514                  0.642              
   950.000                  1.012                  3.339                  0.812              
   900.000                 -2.764                  2.525                  0.758              
   850.000                 -6.295                  1.753                  0.686              
   800.000                 -9.894                  1.118                  0.576              
   750.000                -13.576                  0.571                  0.441              
   700.000                -17.410                  0.251                  0.338              
   650.000                -21.732                  0.114                  0.284              
   600.000                -26.570                  0.056                  0.263              
   550.000                -31.994                  0.033                  0.271              
   500.000                -38.016                  0.023                  0.337              
   450.000                -44.627                  0.019                  0.524              
   400.000                -51.887                  0.014                  0.841              
   350.000                -59.989                  0.012                  0.889              
   300.000                -68.990                  0.006                  1.002              
   250.000                -74.230                  0.003                  0.998              
   200.000                -72.806                  0.001                  0.218              
   150.000                -73.770                  0.001                  0.164              
   100.000                -72.516                  0.001                  0.102              
    80.000                -69.362                  0.001                  0.063              
    60.000                -61.414                  0.001                  0.023              
    40.000                -50.759                  0.001                  0.006              
    30.000                -42.359                  0.001                  0.003              
    25.000                -26.047                  0.001                  0.001              
