 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.909                  5.548                  0.671              
   950.000                  6.793                  5.374                  0.843              
   900.000                  3.568                  3.963                  0.732              
   850.000                  0.087                  2.934                  0.672              
   800.000                 -3.450                  2.069                  0.571              
   750.000                 -6.717                  1.231                  0.415              
   700.000                -10.351                  0.700                  0.295              
   650.000                -14.400                  0.378                  0.214              
   600.000                -18.955                  0.195                  0.169              
   550.000                -24.074                  0.097                  0.158              
   500.000                -29.829                  0.050                  0.188              
   450.000                -36.321                  0.030                  0.301              
   400.000                -43.662                  0.023                  0.527              
   350.000                -51.939                  0.020                  0.667              
   300.000                -61.331                  0.019                  0.968              
   250.000                -70.845                  0.006                  1.000              
   200.000                -67.979                  0.001                  0.096              
   150.000                -69.269                  0.001                  0.083              
   100.000                -70.312                  0.001                  0.065              
    80.000                -70.136                  0.001                  0.051              
    60.000                -67.579                  0.001                  0.026              
    40.000                -64.394                  0.001                  0.011              
    30.000                -63.890                  0.001                  0.008              
    25.000                -66.605                  0.001                  0.009              
