  N levels =   24          CBMF=    21.396     SST=    6.58 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.113       3.021193     0.048    0.00       1.103
    950.0    -0.985       2.862127     0.051    0.00       1.491
    900.0    -4.755       2.039890     0.053    0.00       1.501
    850.0    -8.297       1.359281     0.056    0.00       1.531
    800.0   -11.940       0.863320     0.057    0.00       1.608
    750.0   -15.749       0.483864     0.059    0.00       1.587
    700.0   -19.788       0.227135     0.060    0.00       1.498
    650.0   -24.176       0.109910     0.061    0.00       1.368
    600.0   -29.045       0.061754     0.063    0.00       1.198
    550.0   -34.444       0.025562     0.066    0.00       0.897
    500.0   -40.480       0.019482     0.069    0.00       0.770
    450.0   -47.148       0.016606     0.073    0.00       0.755
    400.0   -54.467       0.014193     0.077    0.00       0.631
    350.0   -62.561       0.013681     0.085    0.00       0.566
    300.0   -71.164       0.004553     0.096    0.00       0.286
    250.0   -74.892       0.003089     0.117    0.00       0.154
    200.0   -73.438       0.001000     0.153    0.00       0.056
    150.0   -73.961       0.001000     0.202    0.00       0.020
    100.0   -72.137       0.001000     0.405    0.00      -0.002
     80.0   -68.698       0.001000     0.755    0.00      -0.009
     60.0   -60.982       0.001000     2.042    0.00      -0.024
     40.0   -50.711       0.001000     5.238    0.00      -0.045
     30.0   -42.459       0.001000     8.440    0.00      -0.061
     25.0   -26.087       0.001000    10.124    0.00      -0.095
