 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.924                  3.161                  0.709              
   950.000                 -0.159                  2.988                  0.884              
   900.000                 -4.012                  2.184                  0.775              
   850.000                 -7.552                  1.483                  0.719              
   800.000                -11.154                  0.939                  0.635              
   750.000                -14.878                  0.533                  0.534              
   700.000                -18.897                  0.280                  0.454              
   650.000                -23.284                  0.134                  0.396              
   600.000                -28.148                  0.086                  0.355              
   550.000                -33.509                  0.034                  0.331              
   500.000                -39.488                  0.022                  0.340              
   450.000                -46.173                  0.020                  0.414              
   400.000                -53.526                  0.017                  0.531              
   350.000                -61.639                  0.015                  0.636              
   300.000                -70.414                  0.005                  0.728              
   250.000                -74.395                  0.003                  0.797              
   200.000                -72.476                  0.001                  0.337              
   150.000                -72.945                  0.001                  0.302              
   100.000                -71.258                  0.001                  0.238              
    80.000                -67.971                  0.001                  0.032              
    60.000                -60.425                  0.001                  0.007              
    40.000                -50.322                  0.001                  0.002              
    30.000                -42.240                  0.001                  0.001              
    25.000                -26.140                  0.001                  0.000              
