 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.991                  3.180                  0.689              
   950.000                 -0.093                  3.008                  0.864              
   900.000                 -3.951                  2.210                  0.757              
   850.000                 -7.516                  1.519                  0.692              
   800.000                -11.137                  0.961                  0.597              
   750.000                -14.843                  0.496                  0.481              
   700.000                -18.791                  0.281                  0.390              
   650.000                -23.246                  0.124                  0.326              
   600.000                -28.040                  0.075                  0.282              
   550.000                -33.410                  0.029                  0.258              
   500.000                -39.394                  0.021                  0.281              
   450.000                -46.046                  0.019                  0.383              
   400.000                -53.383                  0.017                  0.529              
   350.000                -61.549                  0.016                  0.656              
   300.000                -70.341                  0.005                  0.796              
   250.000                -74.362                  0.003                  0.896              
   200.000                -72.426                  0.001                  0.358              
   150.000                -72.891                  0.001                  0.227              
   100.000                -71.215                  0.001                  0.073              
    80.000                -67.929                  0.001                  0.029              
    60.000                -60.391                  0.001                  0.009              
    40.000                -50.299                  0.001                  0.002              
    30.000                -42.225                  0.001                  0.001              
    25.000                -26.144                  0.001                  0.000              
