  N levels =   24          CBMF=    21.527     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.014       2.994940     0.048    0.00       1.051
    950.0    -1.084       2.835368     0.051    0.00       1.482
    900.0    -4.864       2.016066     0.053    0.00       1.501
    850.0    -8.412       1.345464     0.056    0.00       1.533
    800.0   -12.064       0.855083     0.057    0.00       1.606
    750.0   -15.868       0.479479     0.059    0.00       1.586
    700.0   -19.919       0.225808     0.060    0.00       1.495
    650.0   -24.312       0.106322     0.061    0.00       1.364
    600.0   -29.178       0.059977     0.063    0.00       1.191
    550.0   -34.585       0.025141     0.066    0.00       0.858
    500.0   -40.627       0.019592     0.069    0.00       0.737
    450.0   -47.293       0.016640     0.073    0.00       0.719
    400.0   -54.609       0.014211     0.077    0.00       0.607
    350.0   -62.697       0.013434     0.085    0.00       0.551
    300.0   -71.284       0.004485     0.096    0.00       0.265
    250.0   -74.960       0.003056     0.117    0.00       0.155
    200.0   -73.583       0.001000     0.153    0.00       0.069
    150.0   -74.137       0.001000     0.202    0.00       0.019
    100.0   -72.270       0.001000     0.405    0.00      -0.001
     80.0   -68.795       0.001000     0.755    0.00      -0.006
     60.0   -61.044       0.001000     2.042    0.00      -0.017
     40.0   -50.754       0.001000     5.238    0.00      -0.032
     30.0   -42.485       0.001000     8.440    0.00      -0.043
     25.0   -26.080       0.001000    10.124    0.00      -0.068
