 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.966                  2.983                  0.627              
   950.000                 -1.131                  2.823                  0.802              
   900.000                 -4.918                  2.004                  0.726              
   850.000                 -8.473                  1.338                  0.632              
   800.000                -12.127                  0.846                  0.522              
   750.000                -15.909                  0.479                  0.382              
   700.000                -19.973                  0.237                  0.267              
   650.000                -24.405                  0.112                  0.197              
   600.000                -29.266                  0.052                  0.158              
   550.000                -34.641                  0.025                  0.123              
   500.000                -40.688                  0.019                  0.159              
   450.000                -47.354                  0.016                  0.265              
   400.000                -54.671                  0.014                  0.469              
   350.000                -62.759                  0.013                  0.948              
   300.000                -71.337                  0.004                  1.006              
   250.000                -74.974                  0.003                  1.000              
   200.000                -73.604                  0.001                  0.195              
   150.000                -74.158                  0.001                  0.158              
   100.000                -72.288                  0.001                  0.083              
    80.000                -68.812                  0.001                  0.041              
    60.000                -61.060                  0.001                  0.011              
    40.000                -50.767                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
