 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.072                  3.010                  0.631              
   950.000                 -1.026                  2.851                  0.802              
   900.000                 -4.802                  2.028                  0.734              
   850.000                 -8.350                  1.348                  0.650              
   800.000                -11.987                  0.849                  0.536              
   750.000                -15.771                  0.482                  0.395              
   700.000                -19.824                  0.248                  0.281              
   650.000                -24.273                  0.119                  0.214              
   600.000                -29.135                  0.055                  0.178              
   550.000                -34.501                  0.025                  0.151              
   500.000                -40.543                  0.019                  0.189              
   450.000                -47.210                  0.016                  0.316              
   400.000                -54.527                  0.014                  0.544              
   350.000                -62.618                  0.014                  0.930              
   300.000                -71.215                  0.005                  1.006              
   250.000                -74.928                  0.003                  1.000              
   200.000                -73.538                  0.001                  0.189              
   150.000                -74.086                  0.001                  0.154              
   100.000                -72.235                  0.001                  0.084              
    80.000                -68.767                  0.001                  0.044              
    60.000                -61.020                  0.001                  0.013              
    40.000                -50.735                  0.001                  0.003              
    30.000                -42.473                  0.001                  0.001              
    25.000                -26.083                  0.001                  0.000              
