 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.620                  3.348                  0.622              
   950.000                  0.533                  3.174                  0.788              
   900.000                 -3.297                  2.365                  0.740              
   850.000                 -6.845                  1.625                  0.655              
   800.000                -10.449                  1.021                  0.537              
   750.000                -14.127                  0.514                  0.378              
   700.000                -18.010                  0.268                  0.263              
   650.000                -22.441                  0.123                  0.191              
   600.000                -27.259                  0.056                  0.156              
   550.000                -32.637                  0.027                  0.130              
   500.000                -38.667                  0.019                  0.154              
   450.000                -45.304                  0.017                  0.274              
   400.000                -52.576                  0.013                  0.494              
   350.000                -60.671                  0.011                  0.790              
   300.000                -69.694                  0.006                  1.000              
   250.000                -74.292                  0.003                  1.000              
   200.000                -73.117                  0.001                  0.194              
   150.000                -74.148                  0.001                  0.168              
   100.000                -73.192                  0.001                  0.099              
    80.000                -70.597                  0.001                  0.055              
    60.000                -64.145                  0.001                  0.017              
    40.000                -55.488                  0.001                  0.004              
    30.000                -48.996                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
