  N levels =   24          CBMF=    18.111     SST=    9.70 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.849       4.079384     0.048    0.00       1.306
    950.0     2.764       3.895441     0.051    0.00       1.553
    900.0    -0.823       3.044202     0.053    0.00       1.515
    850.0    -4.205       2.124558     0.056    0.00       1.512
    800.0    -7.693       1.410802     0.057    0.00       1.600
    750.0   -11.333       0.836750     0.059    0.00       1.602
    700.0   -15.175       0.447656     0.060    0.00       1.521
    650.0   -19.476       0.236522     0.061    0.00       1.386
    600.0   -24.348       0.131273     0.063    0.00       1.204
    550.0   -29.818       0.079595     0.066    0.00       1.014
    500.0   -35.844       0.051088     0.069    0.00       0.926
    450.0   -42.398       0.032321     0.073    0.00       0.950
    400.0   -49.614       0.019795     0.077    0.00       0.857
    350.0   -57.722       0.015125     0.085    0.00       0.719
    300.0   -66.734       0.008596     0.096    0.00       0.498
    250.0   -73.404       0.003889     0.117    0.00       0.203
    200.0   -70.575       0.001000     0.153    0.00       0.074
    150.0   -71.289       0.001000     0.202    0.00      -0.007
    100.0   -70.069       0.001000     0.405    0.00      -0.021
     80.0   -66.904       0.001000     0.755    0.00      -0.042
     60.0   -59.366       0.001000     2.042    0.00      -0.092
     40.0   -49.412       0.001000     5.238    0.00      -0.158
     30.0   -41.633       0.001000     8.440    0.00      -0.210
     25.0   -26.290       0.001000    10.124    0.00      -0.312
