  N levels =   24          CBMF=    21.297     SST=    7.05 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.620       3.165296     0.048    0.00       0.971
    950.0    -0.481       3.004535     0.051    0.00       1.386
    900.0    -4.231       2.168718     0.053    0.00       1.418
    850.0    -7.772       1.466643     0.056    0.00       1.506
    800.0   -11.372       0.924998     0.057    0.00       1.622
    750.0   -15.112       0.518490     0.059    0.00       1.573
    700.0   -19.132       0.257668     0.060    0.00       1.465
    650.0   -23.508       0.117735     0.061    0.00       1.293
    600.0   -28.368       0.069827     0.063    0.00       1.108
    550.0   -33.731       0.029840     0.066    0.00       0.801
    500.0   -39.734       0.021695     0.069    0.00       0.639
    450.0   -46.405       0.019024     0.073    0.00       0.611
    400.0   -53.730       0.016102     0.077    0.00       0.449
    350.0   -61.831       0.014619     0.085    0.00       0.422
    300.0   -70.638       0.004936     0.096    0.00       0.136
    250.0   -74.610       0.003228     0.117    0.00       0.064
    200.0   -73.014       0.001000     0.153    0.00       0.009
    150.0   -73.681       0.001000     0.202    0.00       0.003
    100.0   -71.936       0.001000     0.405    0.00      -0.006
     80.0   -68.518       0.001000     0.755    0.00      -0.023
     60.0   -60.782       0.001000     2.042    0.00      -0.062
     40.0   -50.539       0.001000     5.238    0.00      -0.113
     30.0   -42.351       0.001000     8.440    0.00      -0.154
     25.0   -26.099       0.001000    10.124    0.00      -0.235
