 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.985                  2.990                  0.649              
   950.000                 -1.112                  2.830                  0.824              
   900.000                 -4.896                  2.013                  0.735              
   850.000                 -8.451                  1.346                  0.649              
   800.000                -12.111                  0.851                  0.544              
   750.000                -15.902                  0.448                  0.413              
   700.000                -19.897                  0.217                  0.306              
   650.000                -24.323                  0.116                  0.238              
   600.000                -29.224                  0.063                  0.197              
   550.000                -34.627                  0.025                  0.163              
   500.000                -40.665                  0.020                  0.194              
   450.000                -47.331                  0.017                  0.293              
   400.000                -54.646                  0.014                  0.472              
   350.000                -62.729                  0.013                  0.844              
   300.000                -71.312                  0.004                  0.924              
   250.000                -74.967                  0.003                  0.974              
   200.000                -73.594                  0.001                  0.282              
   150.000                -74.149                  0.001                  0.171              
   100.000                -72.280                  0.001                  0.071              
    80.000                -68.804                  0.001                  0.036              
    60.000                -61.053                  0.001                  0.010              
    40.000                -50.761                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
