 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.015                  2.996                  0.623              
   950.000                 -1.083                  2.837                  0.795              
   900.000                 -4.864                  2.019                  0.729              
   850.000                 -8.415                  1.350                  0.633              
   800.000                -12.071                  0.856                  0.523              
   750.000                -15.869                  0.464                  0.385              
   700.000                -19.889                  0.217                  0.273              
   650.000                -24.289                  0.111                  0.205              
   600.000                -29.177                  0.062                  0.171              
   550.000                -34.583                  0.025                  0.137              
   500.000                -40.624                  0.020                  0.175              
   450.000                -47.290                  0.017                  0.279              
   400.000                -54.606                  0.014                  0.490              
   350.000                -62.691                  0.013                  0.971              
   300.000                -71.279                  0.004                  0.999              
   250.000                -74.960                  0.003                  0.999              
   200.000                -73.588                  0.001                  0.204              
   150.000                -74.148                  0.001                  0.172              
   100.000                -72.318                  0.001                  0.092              
    80.000                -68.844                  0.001                  0.048              
    60.000                -61.053                  0.001                  0.014              
    40.000                -50.753                  0.001                  0.003              
    30.000                -42.479                  0.001                  0.001              
    25.000                -26.049                  0.001                  0.000              
