 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.312                  3.267                  0.674              
   950.000                  0.228                  3.093                  0.847              
   900.000                 -3.603                  2.276                  0.747              
   850.000                 -7.130                  1.552                  0.679              
   800.000                -10.707                  0.987                  0.576              
   750.000                -14.402                  0.565                  0.447              
   700.000                -18.398                  0.314                  0.344              
   650.000                -22.798                  0.149                  0.275              
   600.000                -27.625                  0.091                  0.231              
   550.000                -32.992                  0.038                  0.211              
   500.000                -38.949                  0.025                  0.245              
   450.000                -45.664                  0.025                  0.376              
   400.000                -53.061                  0.021                  0.567              
   350.000                -61.191                  0.016                  0.716              
   300.000                -70.002                  0.005                  0.922              
   250.000                -74.209                  0.003                  1.046              
   200.000                -72.190                  0.001                  0.274              
   150.000                -72.631                  0.001                  0.117              
   100.000                -71.012                  0.001                  0.061              
    80.000                -67.740                  0.001                  0.034              
    60.000                -60.222                  0.001                  0.011              
    40.000                -50.183                  0.001                  0.003              
    30.000                -42.145                  0.001                  0.001              
    25.000                -26.164                  0.001                  0.000              
