 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.693                  3.370                  0.629              
   950.000                  0.606                  3.196                  0.795              
   900.000                 -3.216                  2.385                  0.746              
   850.000                 -6.760                  1.640                  0.665              
   800.000                -10.362                  1.031                  0.545              
   750.000                -14.039                  0.521                  0.390              
   700.000                -17.916                  0.270                  0.275              
   650.000                -22.339                  0.124                  0.206              
   600.000                -27.157                  0.057                  0.172              
   550.000                -32.543                  0.027                  0.155              
   500.000                -38.581                  0.020                  0.188              
   450.000                -45.222                  0.017                  0.333              
   400.000                -52.493                  0.013                  0.587              
   350.000                -60.589                  0.011                  0.773              
   300.000                -69.610                  0.006                  1.001              
   250.000                -74.246                  0.003                  0.999              
   200.000                -73.022                  0.001                  0.188              
   150.000                -74.058                  0.001                  0.162              
   100.000                -73.127                  0.001                  0.097              
    80.000                -70.546                  0.001                  0.055              
    60.000                -64.105                  0.001                  0.018              
    40.000                -55.460                  0.001                  0.004              
    30.000                -48.978                  0.001                  0.002              
    25.000                -37.494                  0.001                  0.000              
