 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.410                  3.103                  0.665              
   950.000                 -0.688                  2.945                  0.838              
   900.000                 -4.433                  2.113                  0.744              
   850.000                 -7.966                  1.410                  0.670              
   800.000                -11.594                  0.890                  0.566              
   750.000                -15.379                  0.477                  0.435              
   700.000                -19.349                  0.236                  0.333              
   650.000                -23.766                  0.128                  0.264              
   600.000                -28.659                  0.070                  0.222              
   550.000                -34.041                  0.027                  0.197              
   500.000                -40.068                  0.020                  0.227              
   450.000                -46.743                  0.017                  0.343              
   400.000                -54.070                  0.015                  0.523              
   350.000                -62.179                  0.014                  0.754              
   300.000                -70.801                  0.005                  0.914              
   250.000                -74.658                  0.003                  0.997              
   200.000                -72.968                  0.001                  0.277              
   150.000                -73.473                  0.001                  0.122              
   100.000                -71.721                  0.001                  0.062              
    80.000                -68.338                  0.001                  0.034              
    60.000                -60.701                  0.001                  0.010              
    40.000                -50.545                  0.001                  0.002              
    30.000                -42.368                  0.001                  0.001              
    25.000                -26.109                  0.001                  0.000              
