  N levels =   24          CBMF=    12.146     SST=   18.72 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    15.947       8.309146     0.048    0.00       1.736
    950.0    11.795       8.090472     0.051    0.00       1.769
    900.0     9.125       5.987371     0.053    0.00       1.693
    850.0     5.950       4.699930     0.056    0.00       1.510
    800.0     2.713       3.631891     0.057    0.00       1.473
    750.0    -0.712       2.605586     0.059    0.00       1.476
    700.0    -3.730       1.646971     0.060    0.00       1.516
    650.0    -7.134       1.026180     0.061    0.00       1.509
    600.0   -11.058       0.649219     0.063    0.00       1.465
    550.0   -15.735       0.439474     0.066    0.00       1.347
    500.0   -21.287       0.305625     0.069    0.00       1.274
    450.0   -27.649       0.190780     0.073    0.00       1.323
    400.0   -34.920       0.128191     0.077    0.00       1.339
    350.0   -43.257       0.108451     0.085    0.00       1.256
    300.0   -52.735       0.055052     0.096    0.00       0.960
    250.0   -63.550       0.016420     0.117    0.00       0.778
    200.0   -68.817       0.001647     0.153    0.00       0.258
    150.0   -69.731       0.001000     0.202    0.00       0.029
    100.0   -70.262       0.001000     0.405    0.00      -0.058
     80.0   -68.497       0.001000     0.755    0.00      -0.093
     60.0   -61.459       0.001000     2.042    0.00      -0.234
     40.0   -50.990       0.001000     5.238    0.00      -0.443
     30.0   -42.449       0.001000     8.440    0.00      -0.614
     25.0   -26.479       0.001000    10.124    0.00      -0.933
