 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 14.582                  7.512                  0.740              
   950.000                 10.442                  7.297                  0.924              
   900.000                  7.628                  5.345                  0.757              
   850.000                  4.365                  4.125                  0.699              
   800.000                  1.085                  3.025                  0.633              
   750.000                 -2.245                  2.079                  0.563              
   700.000                 -5.431                  1.273                  0.486              
   650.000                 -8.960                  0.745                  0.409              
   600.000                -13.010                  0.431                  0.346              
   550.000                -17.774                  0.263                  0.318              
   500.000                -23.397                  0.187                  0.341              
   450.000                -29.955                  0.178                  0.432              
   400.000                -37.432                  0.155                  0.568              
   350.000                -45.791                  0.070                  0.784              
   300.000                -55.201                  0.030                  0.993              
   250.000                -65.940                  0.012                  1.071              
   200.000                -68.483                  0.001                  0.329              
   150.000                -70.463                  0.001                  0.187              
   100.000                -70.808                  0.001                  0.085              
    80.000                -68.891                  0.001                  0.060              
    60.000                -61.865                  0.001                  0.027              
    40.000                -51.351                  0.001                  0.009              
    30.000                -42.697                  0.001                  0.004              
    25.000                -26.425                  0.001                  0.001              
