 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 32.762                 25.244                  0.803              
   950.000                 28.472                 24.935                  0.980              
   900.000                 27.047                 20.980                  0.848              
   850.000                 24.572                 18.592                  0.849              
   800.000                 22.293                 16.506                  0.848              
   750.000                 19.908                 14.657                  0.845              
   700.000                 17.400                 12.935                  0.845              
   650.000                 14.695                 11.304                  0.851              
   600.000                 11.700                  9.773                  0.859              
   550.000                  8.354                  8.276                  0.854              
   500.000                  4.566                  6.812                  0.846              
   450.000                  0.584                  4.864                  0.842              
   400.000                 -4.485                  3.435                  0.850              
   350.000                 -9.954                  2.259                  0.812              
   300.000                -16.603                  1.184                  0.737              
   250.000                -24.691                  0.381                  0.588              
   200.000                -36.607                  0.243                  0.629              
   150.000                -52.507                  0.167                  0.668              
   100.000                -69.681                  0.017                  0.557              
    80.000                -59.290                  0.001                  0.054              
    60.000                -50.284                  0.001                  0.009              
    40.000                -42.741                  0.001                  0.003              
    30.000                -37.436                  0.001                  0.001              
    25.000                -27.357                  0.001                  0.000              
