 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 13.810                  7.072                  0.770              
   950.000                  9.676                  6.859                  0.953              
   900.000                  6.780                  4.980                  0.798              
   850.000                  3.493                  3.784                  0.753              
   800.000                  0.218                  2.747                  0.695              
   750.000                 -3.166                  1.845                  0.641              
   700.000                 -6.393                  1.110                  0.592              
   650.000                 -9.996                  0.643                  0.544              
   600.000                -14.133                  0.372                  0.497              
   550.000                -18.983                  0.232                  0.463              
   500.000                -24.701                  0.174                  0.452              
   450.000                -31.376                  0.156                  0.457              
   400.000                -38.876                  0.109                  0.448              
   350.000                -47.142                  0.060                  0.476              
   300.000                -56.539                  0.024                  0.478              
   250.000                -67.196                  0.010                  0.623              
   200.000                -68.719                  0.001                  0.628              
   150.000                -67.852                  0.001                  0.536              
   100.000                -65.924                  0.001                  0.289              
    80.000                -63.038                  0.001                  0.024              
    60.000                -56.057                  0.001                  0.008              
    40.000                -46.849                  0.001                  0.003              
    30.000                -39.974                  0.001                  0.001              
    25.000                -26.714                  0.001                  0.000              
