 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.701                  3.369                  0.632              
   950.000                  0.613                  3.195                  0.798              
   900.000                 -3.221                  2.388                  0.746              
   850.000                 -6.780                  1.654                  0.668              
   800.000                -10.388                  1.045                  0.548              
   750.000                -14.068                  0.520                  0.393              
   700.000                -17.937                  0.237                  0.277              
   650.000                -22.291                  0.108                  0.209              
   600.000                -27.102                  0.065                  0.174              
   550.000                -32.497                  0.026                  0.157              
   500.000                -38.499                  0.018                  0.190              
   450.000                -45.136                  0.017                  0.337              
   400.000                -52.436                  0.015                  0.592              
   350.000                -60.590                  0.016                  0.777              
   300.000                -69.598                  0.006                  1.003              
   250.000                -74.235                  0.003                  0.999              
   200.000                -73.005                  0.001                  0.182              
   150.000                -74.041                  0.001                  0.157              
   100.000                -73.113                  0.001                  0.095              
    80.000                -70.536                  0.001                  0.054              
    60.000                -64.097                  0.001                  0.017              
    40.000                -55.453                  0.001                  0.004              
    30.000                -48.974                  0.001                  0.001              
    25.000                -37.495                  0.001                  0.000              
