  N levels =   24          CBMF=    20.124     SST=    8.15 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.078       3.506678     0.048    0.00       1.397
    950.0     0.995       3.332378     0.051    0.00       1.592
    900.0    -2.767       2.519678     0.053    0.00       1.597
    850.0    -6.286       1.746172     0.056    0.00       1.560
    800.0    -9.886       1.122255     0.057    0.00       1.606
    750.0   -13.588       0.590692     0.059    0.00       1.583
    700.0   -17.451       0.270315     0.060    0.00       1.504
    650.0   -21.789       0.125680     0.061    0.00       1.393
    600.0   -26.642       0.062637     0.063    0.00       1.251
    550.0   -32.079       0.037221     0.066    0.00       1.102
    500.0   -38.106       0.026638     0.069    0.00       1.056
    450.0   -44.709       0.021174     0.073    0.00       1.111
    400.0   -51.949       0.015502     0.077    0.00       1.005
    350.0   -60.031       0.013070     0.085    0.00       0.861
    300.0   -68.972       0.006399     0.096    0.00       0.598
    250.0   -73.927       0.003588     0.117    0.00       0.357
    200.0   -71.606       0.001000     0.153    0.00       0.155
    150.0   -71.995       0.001000     0.202    0.00       0.036
    100.0   -70.443       0.001000     0.405    0.00      -0.009
     80.0   -67.264       0.001000     0.755    0.00      -0.020
     60.0   -59.834       0.001000     2.042    0.00      -0.044
     40.0   -49.901       0.001000     5.238    0.00      -0.077
     30.0   -41.959       0.001000     8.440    0.00      -0.104
     25.0   -26.209       0.001000    10.124    0.00      -0.156
