 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.834                  4.662                  0.656              
   950.000                  4.728                  4.493                  0.825              
   900.000                  1.164                  3.407                  0.732              
   850.000                 -2.534                  2.621                  0.694              
   800.000                 -5.939                  1.613                  0.565              
   750.000                 -9.233                  0.826                  0.407              
   700.000                -12.862                  0.398                  0.287              
   650.000                -16.844                  0.185                  0.212              
   600.000                -21.366                  0.123                  0.172              
   550.000                -26.595                  0.074                  0.158              
   500.000                -32.557                  0.059                  0.192              
   450.000                -39.384                  0.128                  0.338              
   400.000                -46.998                  0.150                  0.593              
   350.000                -55.328                  0.031                  0.651              
   300.000                -64.425                  0.012                  0.989              
   250.000                -72.645                  0.004                  0.999              
   200.000                -70.276                  0.001                  0.126              
   150.000                -71.494                  0.001                  0.110              
   100.000                -72.013                  0.001                  0.081              
    80.000                -71.155                  0.001                  0.058              
    60.000                -67.378                  0.001                  0.025              
    40.000                -62.267                  0.001                  0.008              
    30.000                -59.682                  0.001                  0.004              
    25.000                -57.844                  0.001                  0.003              
