  N levels =   24          CBMF=    16.955     SST=   12.01 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     9.118       4.771019     0.048    0.00       1.074
    950.0     5.012       4.608679     0.051    0.00       1.323
    900.0     1.507       3.523408     0.053    0.00       1.322
    850.0    -2.167       2.722952     0.056    0.00       1.397
    800.0    -5.569       1.713774     0.057    0.00       1.563
    750.0    -8.894       0.899525     0.059    0.00       1.607
    700.0   -12.584       0.444237     0.060    0.00       1.529
    650.0   -16.640       0.203339     0.061    0.00       1.363
    600.0   -21.174       0.090920     0.063    0.00       1.152
    550.0   -26.318       0.044570     0.066    0.00       0.924
    500.0   -32.189       0.029218     0.069    0.00       0.801
    450.0   -38.845       0.036022     0.073    0.00       0.800
    400.0   -46.330       0.089329     0.077    0.00       0.764
    350.0   -54.696       0.032934     0.085    0.00       0.561
    300.0   -63.951       0.013020     0.096    0.00       0.413
    250.0   -72.407       0.004523     0.117    0.00       0.065
    200.0   -69.891       0.001000     0.153    0.00       0.021
    150.0   -71.110       0.001000     0.202    0.00      -0.007
    100.0   -71.721       0.001000     0.405    0.00      -0.005
     80.0   -70.928       0.001000     0.755    0.00      -0.008
     60.0   -67.197       0.001000     2.042    0.00      -0.020
     40.0   -62.141       0.001000     5.238    0.00      -0.037
     30.0   -59.606       0.001000     8.440    0.00      -0.045
     25.0   -57.863       0.001000    10.124    0.00      -0.051
