  N levels =   24          CBMF=    21.216     SST=    6.73 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.285       3.068071     0.048    0.00       1.271
    950.0    -0.814       2.909422     0.051    0.00       1.525
    900.0    -4.569       2.082778     0.053    0.00       1.574
    850.0    -8.105       1.387794     0.056    0.00       1.567
    800.0   -11.736       0.879687     0.057    0.00       1.630
    750.0   -15.538       0.487464     0.059    0.00       1.604
    700.0   -19.552       0.229037     0.060    0.00       1.527
    650.0   -23.938       0.116131     0.061    0.00       1.411
    600.0   -28.816       0.064463     0.063    0.00       1.267
    550.0   -34.212       0.026499     0.066    0.00       1.035
    500.0   -40.248       0.020288     0.069    0.00       0.944
    450.0   -46.919       0.017507     0.073    0.00       0.963
    400.0   -54.240       0.015048     0.077    0.00       0.884
    350.0   -62.338       0.013781     0.085    0.00       0.812
    300.0   -70.955       0.004699     0.096    0.00       0.510
    250.0   -74.764       0.003151     0.117    0.00       0.355
    200.0   -73.140       0.001000     0.153    0.00       0.203
    150.0   -73.657       0.001000     0.202    0.00       0.068
    100.0   -71.862       0.001000     0.405    0.00      -0.005
     80.0   -68.474       0.001000     0.755    0.00      -0.009
     60.0   -60.833       0.001000     2.042    0.00      -0.025
     40.0   -50.613       0.001000     5.238    0.00      -0.045
     30.0   -42.404       0.001000     8.440    0.00      -0.061
     25.0   -26.100       0.001000    10.124    0.00      -0.094
