  N levels =   24          CBMF=    21.401     SST=    7.21 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.978       3.175098     0.048    0.00       1.168
    950.0    -0.106       3.003577     0.051    0.00       1.491
    900.0    -3.964       2.206242     0.053    0.00       1.488
    850.0    -7.524       1.513748     0.056    0.00       1.527
    800.0   -11.143       0.958784     0.057    0.00       1.622
    750.0   -14.854       0.499127     0.059    0.00       1.600
    700.0   -18.805       0.283815     0.060    0.00       1.511
    650.0   -23.244       0.125906     0.061    0.00       1.358
    600.0   -28.062       0.082864     0.063    0.00       1.171
    550.0   -33.431       0.030136     0.066    0.00       0.926
    500.0   -39.404       0.021305     0.069    0.00       0.796
    450.0   -46.071       0.019303     0.073    0.00       0.796
    400.0   -53.422       0.016780     0.077    0.00       0.677
    350.0   -61.581       0.015199     0.085    0.00       0.590
    300.0   -70.351       0.005151     0.096    0.00       0.319
    250.0   -74.390       0.003340     0.117    0.00       0.134
    200.0   -72.498       0.001000     0.153    0.00       0.048
    150.0   -72.993       0.001000     0.202    0.00       0.009
    100.0   -71.300       0.001000     0.405    0.00      -0.006
     80.0   -68.021       0.001000     0.755    0.00      -0.017
     60.0   -60.439       0.001000     2.042    0.00      -0.042
     40.0   -50.321       0.001000     5.238    0.00      -0.076
     30.0   -42.237       0.001000     8.440    0.00      -0.103
     25.0   -26.141       0.001000    10.124    0.00      -0.157
