 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.462                  3.927                  0.662              
   950.000                  2.376                  3.744                  0.833              
   900.000                 -1.260                  2.898                  0.742              
   850.000                 -4.668                  2.010                  0.683              
   800.000                 -8.177                  1.325                  0.571              
   750.000                -11.840                  0.778                  0.427              
   700.000                -15.701                  0.407                  0.315              
   650.000                -19.994                  0.209                  0.247              
   600.000                -24.859                  0.115                  0.211              
   550.000                -30.347                  0.072                  0.209              
   500.000                -36.422                  0.050                  0.260              
   450.000                -42.995                  0.033                  0.437              
   400.000                -50.220                  0.019                  0.672              
   350.000                -58.311                  0.014                  0.757              
   300.000                -67.303                  0.008                  1.023              
   250.000                -73.673                  0.004                  1.000              
   200.000                -71.769                  0.001                  0.157              
   150.000                -72.745                  0.001                  0.130              
   100.000                -72.043                  0.001                  0.086              
    80.000                -69.619                  0.001                  0.053              
    60.000                -63.312                  0.001                  0.019              
    40.000                -54.864                  0.001                  0.005              
    30.000                -48.609                  0.001                  0.002              
    25.000                -37.585                  0.001                  0.001              
