  N levels =   24          CBMF=    21.550     SST=    6.47 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.987       2.989767     0.048    0.00       0.913
    950.0    -1.109       2.830184     0.051    0.00       1.437
    900.0    -4.893       2.008569     0.053    0.00       1.455
    850.0    -8.451       1.342814     0.056    0.00       1.516
    800.0   -12.111       0.844467     0.057    0.00       1.604
    750.0   -15.883       0.447507     0.059    0.00       1.588
    700.0   -19.881       0.233693     0.060    0.00       1.492
    650.0   -24.348       0.127939     0.061    0.00       1.350
    600.0   -29.254       0.062816     0.063    0.00       1.153
    550.0   -34.633       0.025267     0.066    0.00       0.754
    500.0   -40.670       0.019568     0.069    0.00       0.605
    450.0   -47.335       0.016589     0.073    0.00       0.553
    400.0   -54.649       0.014149     0.077    0.00       0.446
    350.0   -62.735       0.013347     0.085    0.00       0.416
    300.0   -71.314       0.004466     0.096    0.00       0.127
    250.0   -74.970       0.003051     0.117    0.00       0.059
    200.0   -73.597       0.001000     0.153    0.00       0.020
    150.0   -74.151       0.001000     0.202    0.00       0.007
    100.0   -72.282       0.001000     0.405    0.00      -0.000
     80.0   -68.805       0.001000     0.755    0.00      -0.004
     60.0   -61.053       0.001000     2.042    0.00      -0.013
     40.0   -50.761       0.001000     5.238    0.00      -0.024
     30.0   -42.490       0.001000     8.440    0.00      -0.033
     25.0   -26.079       0.001000    10.124    0.00      -0.054
