 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.380                  3.094                  0.706              
   950.000                 -0.717                  2.936                  0.880              
   900.000                 -4.467                  2.100                  0.774              
   850.000                 -8.003                  1.401                  0.717              
   800.000                -11.631                  0.880                  0.637              
   750.000                -15.400                  0.485                  0.540              
   700.000                -19.398                  0.256                  0.464              
   650.000                -23.850                  0.135                  0.410              
   600.000                -28.735                  0.067                  0.375              
   550.000                -34.092                  0.027                  0.351              
   500.000                -40.118                  0.020                  0.366              
   450.000                -46.790                  0.017                  0.440              
   400.000                -54.112                  0.015                  0.558              
   350.000                -62.216                  0.014                  0.707              
   300.000                -70.842                  0.005                  0.792              
   250.000                -74.680                  0.003                  0.829              
   200.000                -73.002                  0.001                  0.376              
   150.000                -73.508                  0.001                  0.322              
   100.000                -71.750                  0.001                  0.220              
    80.000                -68.361                  0.001                  0.036              
    60.000                -60.725                  0.001                  0.007              
    40.000                -50.558                  0.001                  0.002              
    30.000                -42.376                  0.001                  0.001              
    25.000                -26.107                  0.001                  0.000              
