 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.990                  2.989                  0.655              
   950.000                 -1.108                  2.829                  0.830              
   900.000                 -4.893                  2.008                  0.739              
   850.000                 -8.449                  1.341                  0.656              
   800.000                -12.103                  0.846                  0.552              
   750.000                -15.877                  0.471                  0.423              
   700.000                -19.923                  0.243                  0.319              
   650.000                -24.378                  0.119                  0.251              
   600.000                -29.247                  0.056                  0.210              
   550.000                -34.618                  0.025                  0.177              
   500.000                -40.660                  0.019                  0.205              
   450.000                -47.326                  0.016                  0.304              
   400.000                -54.642                  0.014                  0.476              
   350.000                -62.731                  0.013                  0.817              
   300.000                -71.311                  0.004                  0.905              
   250.000                -74.964                  0.003                  0.961              
   200.000                -73.592                  0.001                  0.293              
   150.000                -74.146                  0.001                  0.181              
   100.000                -72.278                  0.001                  0.068              
    80.000                -68.803                  0.001                  0.034              
    60.000                -61.051                  0.001                  0.010              
    40.000                -50.760                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
