 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.966                  2.983                  0.623              
   950.000                 -1.131                  2.823                  0.798              
   900.000                 -4.917                  2.001                  0.725              
   850.000                 -8.475                  1.337                  0.631              
   800.000                -12.132                  0.842                  0.520              
   750.000                -15.903                  0.463                  0.379              
   700.000                -19.936                  0.247                  0.264              
   650.000                -24.410                  0.123                  0.195              
   600.000                -29.288                  0.058                  0.157              
   550.000                -34.655                  0.025                  0.120              
   500.000                -40.694                  0.019                  0.156              
   450.000                -47.358                  0.016                  0.260              
   400.000                -54.673                  0.014                  0.468              
   350.000                -62.759                  0.013                  0.967              
   300.000                -71.337                  0.004                  1.003              
   250.000                -74.974                  0.003                  1.000              
   200.000                -73.604                  0.001                  0.202              
   150.000                -74.158                  0.001                  0.165              
   100.000                -72.288                  0.001                  0.086              
    80.000                -68.812                  0.001                  0.042              
    60.000                -61.060                  0.001                  0.011              
    40.000                -50.767                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
