 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 25.550                 16.377                  0.791              
   950.000                 21.316                 16.112                  0.973              
   900.000                 19.616                 12.828                  0.833              
   850.000                 17.085                 10.871                  0.807              
   800.000                 14.643                  9.001                  0.768              
   750.000                 12.144                  7.511                  0.737              
   700.000                  9.276                  6.307                  0.705              
   650.000                  6.051                  5.279                  0.669              
   600.000                  2.380                  4.381                  0.625              
   550.000                 -1.861                  3.446                  0.594              
   500.000                 -5.942                  2.486                  0.569              
   450.000                -10.825                  1.775                  0.533              
   400.000                -16.578                  1.002                  0.482              
   350.000                -23.486                  0.450                  0.450              
   300.000                -32.023                  0.204                  0.323              
   250.000                -42.622                  0.106                  0.377              
   200.000                -55.710                  0.059                  0.516              
   150.000                -69.786                  0.009                  0.893              
   100.000                -68.095                  0.001                  0.607              
    80.000                -62.172                  0.001                  0.032              
    60.000                -54.146                  0.001                  0.012              
    40.000                -45.074                  0.001                  0.004              
    30.000                -38.664                  0.001                  0.002              
    25.000                -26.991                  0.001                  0.001              
