  N levels =   24          CBMF=    21.604     SST=    6.45 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.966       2.982620     0.048    0.00       0.854
    950.0    -1.131       2.822807     0.051    0.00       1.412
    900.0    -4.918       2.003647     0.053    0.00       1.434
    850.0    -8.473       1.337780     0.056    0.00       1.511
    800.0   -12.127       0.846124     0.057    0.00       1.607
    750.0   -15.909       0.478676     0.059    0.00       1.587
    700.0   -19.973       0.237387     0.060    0.00       1.483
    650.0   -24.405       0.112226     0.061    0.00       1.337
    600.0   -29.266       0.051971     0.063    0.00       1.138
    550.0   -34.641       0.024583     0.066    0.00       0.716
    500.0   -40.688       0.019084     0.069    0.00       0.559
    450.0   -47.354       0.016124     0.073    0.00       0.496
    400.0   -54.671       0.013781     0.077    0.00       0.383
    350.0   -62.759       0.013328     0.085    0.00       0.360
    300.0   -71.337       0.004433     0.096    0.00       0.078
    250.0   -74.974       0.003049     0.117    0.00       0.024
    200.0   -73.604       0.001000     0.153    0.00       0.012
    150.0   -74.158       0.001000     0.202    0.00       0.002
    100.0   -72.288       0.001000     0.405    0.00      -0.000
     80.0   -68.812       0.001000     0.755    0.00      -0.004
     60.0   -61.060       0.001000     2.042    0.00      -0.013
     40.0   -50.767       0.001000     5.238    0.00      -0.024
     30.0   -42.494       0.001000     8.440    0.00      -0.033
     25.0   -26.078       0.001000    10.124    0.00      -0.054
