 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 23.920                 14.748                  0.789              
   950.000                 19.695                 14.485                  0.972              
   900.000                 17.896                 11.345                  0.826              
   850.000                 15.290                  9.497                  0.793              
   800.000                 12.767                  7.723                  0.749              
   750.000                 10.168                  6.332                  0.714              
   700.000                  7.200                  5.205                  0.682              
   650.000                  3.883                  4.249                  0.647              
   600.000                  0.131                  3.433                  0.609              
   550.000                 -4.178                  2.619                  0.578              
   500.000                 -8.449                  1.847                  0.546              
   450.000                -13.594                  1.303                  0.513              
   400.000                -19.644                  0.672                  0.465              
   350.000                -26.925                  0.302                  0.455              
   300.000                -35.814                  0.172                  0.338              
   250.000                -46.590                  0.105                  0.408              
   200.000                -59.692                  0.034                  0.626              
   150.000                -70.546                  0.005                  0.911              
   100.000                -67.292                  0.001                  0.490              
    80.000                -62.394                  0.001                  0.034              
    60.000                -54.675                  0.001                  0.012              
    40.000                -45.409                  0.001                  0.004              
    30.000                -38.867                  0.001                  0.002              
    25.000                -26.939                  0.001                  0.001              
