 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.397                  3.099                  0.629              
   950.000                 -0.702                  2.940                  0.797              
   900.000                 -4.449                  2.111                  0.744              
   850.000                 -7.981                  1.408                  0.657              
   800.000                -11.606                  0.892                  0.546              
   750.000                -15.401                  0.493                  0.403              
   700.000                -19.405                  0.232                  0.295              
   650.000                -23.791                  0.119                  0.231              
   600.000                -28.666                  0.065                  0.203              
   550.000                -34.054                  0.027                  0.183              
   500.000                -40.088                  0.020                  0.224              
   450.000                -46.764                  0.017                  0.355              
   400.000                -54.092                  0.015                  0.603              
   350.000                -62.200                  0.014                  0.917              
   300.000                -70.828                  0.005                  1.000              
   250.000                -74.772                  0.003                  0.999              
   200.000                -73.337                  0.001                  0.193              
   150.000                -73.949                  0.001                  0.167              
   100.000                -72.196                  0.001                  0.095              
    80.000                -68.747                  0.001                  0.053              
    60.000                -60.959                  0.001                  0.017              
    40.000                -50.654                  0.001                  0.004              
    30.000                -42.411                  0.001                  0.002              
    25.000                -26.065                  0.001                  0.000              
