  N levels =   24          CBMF=    20.295     SST=    8.83 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.853       3.726705     0.048    0.00       1.128
    950.0     1.763       3.550003     0.051    0.00       1.420
    900.0    -2.004       2.751829     0.053    0.00       1.432
    850.0    -5.539       1.934185     0.056    0.00       1.489
    800.0    -9.109       1.184308     0.057    0.00       1.607
    750.0   -12.667       0.586625     0.059    0.00       1.607
    700.0   -16.511       0.261991     0.060    0.00       1.494
    650.0   -20.798       0.116097     0.061    0.00       1.334
    600.0   -25.580       0.055863     0.063    0.00       1.125
    550.0   -30.932       0.032245     0.066    0.00       0.908
    500.0   -36.886       0.022967     0.069    0.00       0.796
    450.0   -43.478       0.019791     0.073    0.00       0.807
    400.0   -50.770       0.017849     0.077    0.00       0.697
    350.0   -58.956       0.017624     0.085    0.00       0.567
    300.0   -67.969       0.007318     0.096    0.00       0.329
    250.0   -73.921       0.003588     0.117    0.00       0.091
    200.0   -72.215       0.001000     0.153    0.00       0.038
    150.0   -73.171       0.001000     0.202    0.00       0.000
    100.0   -72.372       0.001000     0.405    0.00      -0.002
     80.0   -69.907       0.001000     0.755    0.00      -0.011
     60.0   -63.583       0.001000     2.042    0.00      -0.032
     40.0   -55.080       0.001000     5.238    0.00      -0.060
     30.0   -48.737       0.001000     8.440    0.00      -0.081
     25.0   -37.553       0.001000    10.124    0.00      -0.119
