 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.771                  4.321                  0.681              
   950.000                  3.678                  4.156                  0.855              
   900.000                  0.198                  3.055                  0.732              
   850.000                 -3.386                  2.270                  0.683              
   800.000                 -6.803                  1.505                  0.581              
   750.000                -10.352                  0.887                  0.449              
   700.000                -14.098                  0.484                  0.337              
   650.000                -18.334                  0.266                  0.262              
   600.000                -23.146                  0.152                  0.222              
   550.000                -28.604                  0.095                  0.217              
   500.000                -34.674                  0.063                  0.266              
   450.000                -41.260                  0.039                  0.419              
   400.000                -48.500                  0.022                  0.632              
   350.000                -56.644                  0.015                  0.755              
   300.000                -65.736                  0.010                  1.025              
   250.000                -73.106                  0.004                  1.006              
   200.000                -70.636                  0.001                  0.157              
   150.000                -71.729                  0.001                  0.117              
   100.000                -71.270                  0.001                  0.081              
    80.000                -68.950                  0.001                  0.052              
    60.000                -62.692                  0.001                  0.019              
    40.000                -54.348                  0.001                  0.005              
    30.000                -48.280                  0.001                  0.002              
    25.000                -37.666                  0.001                  0.001              
