  N levels =   24          CBMF=    14.212     SST=   15.09 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    12.312       6.154749     0.048    0.00       1.121
    950.0     8.187       5.960022     0.051    0.00       1.277
    900.0     5.014       4.392820     0.053    0.00       1.270
    850.0     1.549       3.277657     0.056    0.00       1.298
    800.0    -1.891       2.277896     0.057    0.00       1.470
    750.0    -4.959       1.309513     0.059    0.00       1.593
    700.0    -8.343       0.714732     0.060    0.00       1.574
    650.0   -12.114       0.375875     0.061    0.00       1.421
    600.0   -16.455       0.204744     0.063    0.00       1.171
    550.0   -21.532       0.130628     0.066    0.00       0.929
    500.0   -27.430       0.105158     0.069    0.00       0.781
    450.0   -34.153       0.099092     0.073    0.00       0.827
    400.0   -41.651       0.094954     0.077    0.00       0.850
    350.0   -49.978       0.061620     0.085    0.00       0.694
    300.0   -59.295       0.022896     0.096    0.00       0.520
    250.0   -69.479       0.007034     0.117    0.00       0.084
    200.0   -65.849       0.001000     0.153    0.00       0.005
    150.0   -67.097       0.001000     0.202    0.00      -0.015
    100.0   -68.476       0.001000     0.405    0.00      -0.011
     80.0   -68.663       0.001000     0.755    0.00      -0.011
     60.0   -66.775       0.001000     2.042    0.00      -0.016
     40.0   -64.834       0.001000     5.238    0.00      -0.020
     30.0   -65.779       0.001000     8.440    0.00      -0.018
     25.0   -71.602       0.001000    10.124    0.00      -0.004
