 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.027                  3.000                  0.631              
   950.000                 -1.071                  2.840                  0.802              
   900.000                 -4.850                  2.023                  0.731              
   850.000                 -8.401                  1.352                  0.642              
   800.000                -12.058                  0.858                  0.531              
   750.000                -15.857                  0.461                  0.389              
   700.000                -19.866                  0.214                  0.276              
   650.000                -24.265                  0.113                  0.208              
   600.000                -29.160                  0.063                  0.171              
   550.000                -34.566                  0.025                  0.143              
   500.000                -40.606                  0.020                  0.181              
   450.000                -47.273                  0.017                  0.303              
   400.000                -54.589                  0.014                  0.526              
   350.000                -62.675                  0.013                  0.929              
   300.000                -71.264                  0.004                  1.008              
   250.000                -74.951                  0.003                  1.000              
   200.000                -73.573                  0.001                  0.188              
   150.000                -74.127                  0.001                  0.153              
   100.000                -72.262                  0.001                  0.082              
    80.000                -68.788                  0.001                  0.042              
    60.000                -61.038                  0.001                  0.012              
    40.000                -50.749                  0.001                  0.003              
    30.000                -42.482                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
