 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 43.006                 44.936                  0.806              
   950.000                 38.643                 44.675                  0.981              
   900.000                 37.692                 38.489                  0.834              
   850.000                 34.887                 35.413                  0.844              
   800.000                 31.821                 32.368                  0.865              
   750.000                 28.679                 29.489                  0.888              
   700.000                 25.408                 27.047                  0.922              
   650.000                 21.985                 24.945                  0.969              
   600.000                 18.436                 22.900                  1.021              
   550.000                 14.964                 20.551                  1.045              
   500.000                 11.253                 17.846                  1.058              
   450.000                  6.688                 14.735                  1.071              
   400.000                  0.266                 10.816                  1.095              
   350.000                 -7.059                  5.832                  1.123              
   300.000                -15.468                  4.226                  1.168              
   250.000                -26.616                  1.419                  0.772              
   200.000                -41.372                  0.359                  0.922              
   150.000                -58.245                  0.038                  0.698              
   100.000                -65.710                  0.001                  0.230              
    80.000                -64.510                  0.001                  0.142              
    60.000                -58.036                  0.001                  0.021              
    40.000                -48.767                  0.001                  0.008              
    30.000                -41.127                  0.001                  0.004              
    25.000                -26.762                  0.001                  0.001              
