 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.153                  5.215                  0.689              
   950.000                  6.041                  5.036                  0.865              
   900.000                  2.624                  3.802                  0.728              
   850.000                 -0.992                  2.957                  0.672              
   800.000                 -4.292                  1.910                  0.591              
   750.000                 -7.590                  1.155                  0.461              
   700.000                -11.184                  0.654                  0.373              
   650.000                -15.121                  0.353                  0.322              
   600.000                -19.562                  0.204                  0.312              
   550.000                -24.650                  0.138                  0.346              
   500.000                -30.572                  0.136                  0.441              
   450.000                -37.438                  0.153                  0.635              
   400.000                -45.087                  0.111                  0.904              
   350.000                -53.364                  0.031                  1.082              
   300.000                -62.599                  0.015                  1.084              
   250.000                -71.418                  0.005                  0.998              
   200.000                -70.020                  0.001                  0.215              
   150.000                -72.510                  0.001                  0.141              
   100.000                -72.893                  0.001                  0.101              
    80.000                -71.303                  0.001                  0.073              
    60.000                -65.386                  0.001                  0.034              
    40.000                -56.467                  0.001                  0.011              
    30.000                -49.476                  0.001                  0.005              
    25.000                -37.473                  0.001                  0.002              
