 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.246                  3.058                  0.651              
   950.000                 -0.852                  2.900                  0.822              
   900.000                 -4.610                  2.072                  0.738              
   850.000                 -8.149                  1.381                  0.660              
   800.000                -11.786                  0.870                  0.551              
   750.000                -15.577                  0.463                  0.415              
   700.000                -19.552                  0.233                  0.305              
   650.000                -23.987                  0.128                  0.232              
   600.000                -28.888                  0.070                  0.190              
   550.000                -34.272                  0.027                  0.165              
   500.000                -40.297                  0.020                  0.200              
   450.000                -46.967                  0.017                  0.328              
   400.000                -54.288                  0.015                  0.540              
   350.000                -62.388                  0.014                  0.827              
   300.000                -71.000                  0.005                  0.984              
   250.000                -74.788                  0.003                  1.008              
   200.000                -73.194                  0.001                  0.174              
   150.000                -73.712                  0.001                  0.133              
   100.000                -71.918                  0.001                  0.070              
    80.000                -68.530                  0.001                  0.037              
    60.000                -60.861                  0.001                  0.011              
    40.000                -50.639                  0.001                  0.003              
    30.000                -42.417                  0.001                  0.001              
    25.000                -26.097                  0.001                  0.000              
