  N levels =   24          CBMF=    11.780     SST=   19.64 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    16.857       8.952207     0.048    0.00       1.900
    950.0    12.700       8.723209     0.051    0.00       1.814
    900.0    10.169       6.440782     0.053    0.00       1.850
    850.0     7.077       5.045713     0.056    0.00       1.628
    800.0     3.931       3.854038     0.057    0.00       1.553
    750.0     0.648       2.817268     0.059    0.00       1.512
    700.0    -2.765       1.910461     0.060    0.00       1.507
    650.0    -6.067       1.177368     0.061    0.00       1.517
    600.0    -9.798       0.701773     0.063    0.00       1.521
    550.0   -14.197       0.421602     0.066    0.00       1.518
    500.0   -19.475       0.270064     0.069    0.00       1.578
    450.0   -25.754       0.192428     0.073    0.00       1.731
    400.0   -33.075       0.164561     0.077    0.00       1.727
    350.0   -41.472       0.135612     0.085    0.00       1.517
    300.0   -50.898       0.051609     0.096    0.00       1.232
    250.0   -61.771       0.021315     0.117    0.00       1.011
    200.0   -70.395       0.003193     0.153    0.00       0.525
    150.0   -68.675       0.001000     0.202    0.00       0.094
    100.0   -66.875       0.001000     0.405    0.00      -0.063
     80.0   -64.020       0.001000     0.755    0.00      -0.091
     60.0   -56.601       0.001000     2.042    0.00      -0.166
     40.0   -46.892       0.001000     5.238    0.00      -0.263
     30.0   -39.830       0.001000     8.440    0.00      -0.333
     25.0   -26.700       0.001000    10.124    0.00      -0.464
