 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.872                  4.668                  0.661              
   950.000                  4.770                  4.494                  0.831              
   900.000                  1.285                  3.331                  0.733              
   850.000                 -2.264                  2.471                  0.692              
   800.000                 -5.556                  1.595                  0.568              
   750.000                 -8.930                  0.958                  0.412              
   700.000                -12.631                  0.583                  0.293              
   650.000                -16.791                  0.361                  0.217              
   600.000                -21.473                  0.211                  0.177              
   550.000                -26.776                  0.132                  0.163              
   500.000                -32.904                  0.115                  0.199              
   450.000                -39.749                  0.089                  0.342              
   400.000                -47.116                  0.043                  0.598              
   350.000                -55.301                  0.022                  0.667              
   300.000                -64.456                  0.012                  0.984              
   250.000                -72.599                  0.004                  0.999              
   200.000                -70.214                  0.001                  0.125              
   150.000                -71.424                  0.001                  0.107              
   100.000                -71.960                  0.001                  0.079              
    80.000                -71.117                  0.001                  0.057              
    60.000                -67.349                  0.001                  0.025              
    40.000                -62.248                  0.001                  0.009              
    30.000                -59.670                  0.001                  0.005              
    25.000                -57.847                  0.001                  0.003              
