 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.969                  2.983                  0.662              
   950.000                 -1.129                  2.824                  0.838              
   900.000                 -4.916                  2.004                  0.745              
   850.000                 -8.472                  1.338                  0.665              
   800.000                -12.126                  0.846                  0.566              
   750.000                -15.904                  0.477                  0.445              
   700.000                -19.965                  0.240                  0.345              
   650.000                -24.405                  0.114                  0.280              
   600.000                -29.267                  0.053                  0.239              
   550.000                -34.640                  0.025                  0.204              
   500.000                -40.685                  0.019                  0.229              
   450.000                -47.350                  0.016                  0.313              
   400.000                -54.664                  0.014                  0.467              
   350.000                -62.750                  0.013                  0.810              
   300.000                -71.334                  0.004                  0.868              
   250.000                -74.971                  0.003                  0.911              
   200.000                -73.600                  0.001                  0.277              
   150.000                -74.155                  0.001                  0.232              
   100.000                -72.286                  0.001                  0.132              
    80.000                -68.810                  0.001                  0.033              
    60.000                -61.058                  0.001                  0.009              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
