  N levels =   24          CBMF=    21.608     SST=    6.46 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.969       2.983354     0.048    0.00       1.109
    950.0    -1.129       2.823507     0.051    0.00       1.432
    900.0    -4.916       2.004003     0.053    0.00       1.522
    850.0    -8.472       1.338468     0.056    0.00       1.547
    800.0   -12.126       0.845689     0.057    0.00       1.628
    750.0   -15.904       0.476625     0.059    0.00       1.612
    700.0   -19.965       0.239824     0.060    0.00       1.533
    650.0   -24.405       0.114361     0.061    0.00       1.417
    600.0   -29.267       0.052898     0.063    0.00       1.258
    550.0   -34.640       0.024728     0.066    0.00       0.942
    500.0   -40.685       0.019155     0.069    0.00       0.835
    450.0   -47.350       0.016178     0.073    0.00       0.818
    400.0   -54.664       0.013839     0.077    0.00       0.738
    350.0   -62.750       0.012985     0.085    0.00       0.707
    300.0   -71.334       0.004451     0.096    0.00       0.430
    250.0   -74.971       0.003051     0.117    0.00       0.350
    200.0   -73.600       0.001000     0.153    0.00       0.226
    150.0   -74.155       0.001000     0.202    0.00       0.127
    100.0   -72.286       0.001000     0.405    0.00       0.019
     80.0   -68.810       0.001000     0.755    0.00      -0.004
     60.0   -61.058       0.001000     2.042    0.00      -0.013
     40.0   -50.766       0.001000     5.238    0.00      -0.024
     30.0   -42.493       0.001000     8.440    0.00      -0.033
     25.0   -26.078       0.001000    10.124    0.00      -0.053
