 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 22.968                 13.846                  0.788              
   950.000                 18.755                 13.599                  0.972              
   900.000                 16.873                 10.614                  0.821              
   850.000                 14.230                  8.814                  0.786              
   800.000                 11.654                  7.109                  0.739              
   750.000                  8.997                  5.750                  0.701              
   700.000                  5.911                  4.728                  0.669              
   650.000                  2.415                  3.887                  0.635              
   600.000                 -1.583                  3.047                  0.593              
   550.000                 -5.377                  2.225                  0.563              
   500.000                 -9.837                  1.644                  0.537              
   450.000                -15.129                  0.997                  0.510              
   400.000                -21.373                  0.509                  0.469              
   350.000                -28.856                  0.234                  0.398              
   300.000                -37.901                  0.128                  0.328              
   250.000                -48.687                  0.057                  0.457              
   200.000                -61.859                  0.026                  0.709              
   150.000                -70.388                  0.002                  0.884              
   100.000                -66.971                  0.001                  0.422              
    80.000                -62.510                  0.001                  0.035              
    60.000                -54.921                  0.001                  0.013              
    40.000                -45.587                  0.001                  0.004              
    30.000                -38.976                  0.001                  0.002              
    25.000                -26.912                  0.001                  0.001              
